id,variety,puc,block,area,description,geometry
40,Du Roi,Essex,52,1.85,DU ROI 1,"POLYGON ((30.748329195658165 -24.355955331412762, 30.748325804607795 -24.355973352172455, 30.74830734222246 -24.35601156752867, 30.74823574194459 -24.356131969997204, 30.748224335681076 -24.35614697711318, 30.748211480090045 -24.356153594356726, 30.748191284361926 -24.35615659204183, 30.748180972058673 -24.356154828254883, 30.748110561379505 -24.356124091474054, 30.746628508191787 -24.355422562543907, 30.746591426428054 -24.355404084196763, 30.746582320829855 -24.355394988031442, 30.74657867859057 -24.35538606349104, 30.746577548240438 -24.35537782545338, 30.74658034271713 -24.35536844324009, 30.746602918320963 -24.355324735847425, 30.74666568533246 -24.355217876419253, 30.746736192596284 -24.35510600317197, 30.74697818936253 -24.35468387214495, 30.747027689769993 -24.35459251559424, 30.747123978328766 -24.35440330186077, 30.747129316093236 -24.354395349804975, 30.747136851760718 -24.354387969839202, 30.747158202818582 -24.35437795825637, 30.74716686883619 -24.35437669965725, 30.747178737512478 -24.354378587555573, 30.74723035683473 -24.354403015815436, 30.74730627868462 -24.354433679850427, 30.747433819856756 -24.354482307513504, 30.747501640864098 -24.354504161354257, 30.747540072768253 -24.35451342921055, 30.747585286773152 -24.35452040870728, 30.747692168956046 -24.354521355522785, 30.74774689033206 -24.35452614353696, 30.747795511383007 -24.354538494476046, 30.747817923002565 -24.354550627440652, 30.747841613975922 -24.35457041581862, 30.747850830228074 -24.354580502943193, 30.747870148431453 -24.35460778781323, 30.74788575511334 -24.354636004829537, 30.747914311649367 -24.3547021456202, 30.747944622399046 -24.35479095677005, 30.747973048631074 -24.35488658620106, 30.74832696858303 -24.35591024942322, 30.74832921247072 -24.355926783498095, 30.748329195658165 -24.355955331412762))"
41,Du Roi,Essex,53,1.84,DU ROI 1,"POLYGON ((30.73702754607768 -24.351180335918784, 30.73701816007446 -24.351191659923305, 30.737005315689316 -24.351198825947666, 30.736990749564484 -24.351200865099983, 30.7369764311323 -24.351197501673944, 30.736056031398544 -24.350784698152427, 30.736042580588347 -24.350775006502857, 30.736034214753545 -24.35076069339088, 30.736032371000075 -24.350744217561928, 30.736037366052937 -24.35072840927887, 30.73783448480564 -24.34754147093484, 30.737844387146914 -24.34752987107615, 30.737857911477 -24.347522820857712, 30.737873091585815 -24.347521345262685, 30.7378877205409 -24.347525658817762, 30.73789967153828 -24.3475351344046, 30.738279900448674 -24.34800585422874, 30.738287616584103 -24.34801966330755, 30.738289376144667 -24.348035383783056, 30.73828490394674 -24.348050557077002, 30.737363145379316 -24.349696084313308, 30.737352633072028 -24.34974834620749, 30.737359867959025 -24.34982972164324, 30.73737079782059 -24.349864278303965, 30.737392257182677 -24.34988770258544, 30.737425726493747 -24.349901610492918, 30.737686564339562 -24.349922691782957, 30.737700683695543 -24.349928109046626, 30.73771178275106 -24.349938381043785, 30.737718275014338 -24.349952039501847, 30.737719232485485 -24.349967132089695, 30.7377145183042 -24.34998150148265, 30.73702754607768 -24.351180335918784))"
42,Du Roi,Essex,54,1.85,DU ROI 1,"POLYGON ((30.822983387774215 -24.33285419664568, 30.8242595129258 -24.331904163692847, 30.823668088132198 -24.333694103671785, 30.822426626510627 -24.33446093284904, 30.822983387774215 -24.33285419664568))"
43,Benny,Essex,28,1.11,LAVELLE,"POLYGON ((30.82609597594019 -24.332342859198302, 30.8248551158382 -24.333015181574382, 30.825475896203226 -24.331262266065526, 30.82570830858431 -24.330919257447913, 30.82586218160903 -24.330746150295102, 30.826011246101725 -24.330637156902597, 30.826330212059215 -24.330407950209523, 30.8266475751727 -24.330204389020572, 30.826721305997044 -24.330212403240612, 30.82609597594019 -24.332342859198302))"
44,Jassie,Essex,29,1.11,LAVELLE,"POLYGON ((30.737394440257816 -24.34277584721497, 30.73741034632348 -24.342762016097513, 30.737428203945928 -24.342751527155688, 30.73744732056027 -24.342744557095212, 30.737467749007298 -24.34274115252036, 30.737488093947483 -24.342741484335907, 30.73750838804653 -24.342745614968116, 30.737527267197986 -24.342753204720147, 30.737544201474577 -24.34276382900125, 30.7382088149597 -24.34327167546741, 30.738217814196037 -24.343281123198985, 30.738230310439043 -24.343299138621784, 30.738235897736832 -24.343310512162883, 30.73824258441236 -24.343332605584056, 30.738244241619242 -24.343345168585905, 30.738243832413836 -24.343367089901808, 30.738241758196544 -24.343379171689957, 30.738234081995817 -24.34340146684343, 30.738225390243116 -24.343416811384238, 30.73821466252001 -24.34343039549618, 30.73616491931311 -24.345639660754628, 30.736153270152883 -24.34565050716711, 30.736139902333843 -24.345659823437447, 30.736120347339792 -24.345669021982946, 30.736099695762874 -24.345674261122983, 30.736088098964736 -24.345675406894042, 30.736067950805616 -24.345674615522, 30.736056856951674 -24.34567261496632, 30.7360363192378 -24.345665649991115, 30.73602205548968 -24.34565793273689, 30.736009257002145 -24.345648469838533, 30.73535332315574 -24.345084221425026, 30.73534508115612 -24.345074585193718, 30.73533381155438 -24.345056501459332, 30.73532888339866 -24.34504521565008, 30.735323255635496 -24.34502349938978, 30.73532208220047 -24.345011240545904, 30.735323150421316 -24.344989959468332, 30.7353254848891 -24.34497827736084, 30.735333398398524 -24.34495685652644, 30.735342139850083 -24.344942021362304, 30.735352737579362 -24.344928958258635, 30.737394440257816 -24.34277584721497))"
45,Jassie,Essex,30,1.11,LAVELLE,"POLYGON ((30.799095978690225 -24.338282742642438, 30.798685207615936 -24.33764237708937, 30.799094438571537 -24.33744830880114, 30.79973865666189 -24.337235654285873, 30.800464158437887 -24.337154348052373, 30.801170950835242 -24.337216896052126, 30.801800756431035 -24.337329598106113, 30.801570683954395 -24.338030771368263, 30.80113988368449 -24.337940611894883, 30.800676934094888 -24.337903075441673, 30.80023887805393 -24.337924969682756, 30.799753776411137 -24.338031369599772, 30.799412820294478 -24.338140850921647, 30.799095978690225 -24.338282742642438))"
46,Jassie,Essex,31,1.42,LAVELLE,"POLYGON ((30.839188962949596 -24.356420876048595, 30.83916793578967 -24.355612854825736, 30.839956393077998 -24.355580116044347, 30.84005812377091 -24.355702929749206, 30.840226587188383 -24.355790587216358, 30.840354965998014 -24.355815864833666, 30.840419973516674 -24.355898968113152, 30.84042219807781 -24.356032043162347, 30.84028707272704 -24.356086381638917, 30.840167689354825 -24.35614721383215, 30.840010629315188 -24.356207736369335, 30.839613802285154 -24.356385126141195, 30.839188962949596 -24.356420876048595))"
47,Jassie,Essex,32,1.65,LAVELLE,"POLYGON ((30.83488784546742 -24.350302477521, 30.83589118510451 -24.35027156528382, 30.835890336521874 -24.35123938413569, 30.834895311559468 -24.351267270078775, 30.83488784546742 -24.350302477521))"
48,Jassie,Essex,33,1.61,LAVELLE,"POLYGON ((30.82609597594019 -24.332342859198302, 30.8248551158382 -24.333015181574382, 30.825475896203226 -24.331262266065526, 30.82570830858431 -24.330919257447913, 30.82586218160903 -24.330746150295102, 30.826011246101725 -24.330637156902597, 30.826330212059215 -24.330407950209523, 30.8266475751727 -24.330204389020572, 30.826721305997044 -24.330212403240612, 30.82609597594019 -24.332342859198302))"
49,Midknight,Essex,19,1.81,MKN 1,"POLYGON ((30.832958514788704 -24.351280928461794, 30.83292309643156 -24.35031282669988, 30.833792026793475 -24.350317549147498, 30.833836890045855 -24.351276206014177, 30.832958514788704 -24.351280928461794))"
50,Midknight,Essex,49,1.11,MKN 4,"POLYGON ((30.73277998460227 -24.346941764844587, 30.73278981745562 -24.346948976163187, 30.732795968133562 -24.346959505041657, 30.7327974204886 -24.346971612014265, 30.732793934578574 -24.3469832968999, 30.731481705208495 -24.34933359639896, 30.73147450595078 -24.349342403024284, 30.73146454561889 -24.349347896452183, 30.73145325613186 -24.349349286935485, 30.731442260490933 -24.349346374575283, 30.730540894204477 -24.348927075719157, 30.730531250391305 -24.348919690979688, 30.73052532508529 -24.348909087760454, 30.7305240896252 -24.348897004253185, 30.7305277465407 -24.348885421314073, 30.731842648229144 -24.346517198403298, 30.731849766758288 -24.346508674940434, 30.731859498190765 -24.34650332497798, 30.731870509072976 -24.34650188159678, 30.731881290634178 -24.346504542576746, 30.73277998460227 -24.346941764844587))"
51,Midknight,Essex,50,1.15,MKN 4,"POLYGON ((30.7410849225263 -24.34980103323776, 30.740067974221684 -24.350105453838903, 30.739649329765726 -24.350193369174654, 30.73948967854215 -24.35017125660589, 30.740976432691113 -24.347622892215075, 30.742027230275568 -24.348146197785024, 30.7410849225263 -24.34980103323776))"
52,Midknight,Essex,78,1.46,MKN 2,"POLYGON ((30.840504986084113 -24.35858773554045, 30.84025233513649 -24.35857829064521, 30.840228722898384 -24.357499211364242, 30.840898129848394 -24.35749094708091, 30.840842641088884 -24.358016319378535, 30.840705690107928 -24.35846967434997, 30.840504986084113 -24.35858773554045))"
53,Midknight,Essex,79,1.65,MKN 2,"POLYGON ((30.821374417888695 -24.348737880976582, 30.820942411334226 -24.349799788210944, 30.820312694047892 -24.34917600765955, 30.820354330276945 -24.349098412869047, 30.821374417888695 -24.348737880976582))"
54,Midknight,Essex,80,1.42,MKN 2,"POLYGON ((30.735402797035025 -24.356638353394736, 30.735414100536246 -24.356639125703094, 30.735561171646612 -24.356703456028313, 30.73601183596067 -24.356910663173398, 30.73615105741741 -24.35697576580246, 30.736257592916438 -24.35702768199753, 30.73629593062476 -24.35704910636025, 30.736304408250675 -24.357061463253345, 30.736307234125984 -24.357069300726348, 30.73630723412598 -24.357080456252255, 30.736295930624756 -24.357112321007065, 30.736074193609088 -24.357501044617443, 30.735157825044624 -24.359087116415388, 30.734935208867746 -24.35946943256241, 30.734925600891703 -24.359482304079858, 30.734919069979888 -24.35948802475428, 30.734909085220472 -24.3594923152601, 30.734878628564392 -24.359493745428704, 30.734837433582157 -24.359478642827835, 30.734734194937644 -24.359433335025223, 30.734313955881046 -24.359237001213902, 30.734083113267168 -24.359126935282422, 30.734045183740843 -24.35910748495617, 30.734032184714437 -24.359097702574047, 30.734026658558285 -24.3590916386408, 30.73402307911623 -24.359083229223163, 30.734022639535628 -24.359075277460363, 30.73402490023587 -24.359059831589587, 30.73407962802096 -24.35895740166531, 30.73424155067599 -24.358665557763253, 30.73445669398261 -24.3582815811841, 30.73531990469272 -24.35674945046571, 30.73537726996143 -24.356650796139657, 30.735390363183676 -24.35664084194369, 30.735402797035025 -24.356638353394736))"
55,Midknight,Essex,81,1.59,MKN 2,"POLYGON ((30.726399154320646 -24.35240709386187, 30.726822965683382 -24.352606976995236, 30.726924066395643 -24.352656887494017, 30.726961339563996 -24.352677623250617, 30.72697673404418 -24.352697555270847, 30.726980042313556 -24.35270816424749, 30.72698088040847 -24.352718210626, 30.726980086423815 -24.352737740784907, 30.726956531545827 -24.35278789212535, 30.72688666089652 -24.35291881598777, 30.72658494672904 -24.353460112513066, 30.72641300494179 -24.35376391361589, 30.726380275130055 -24.35381888709981, 30.726358837544467 -24.353849267081525, 30.726346751333665 -24.353862528184735, 30.726331930286843 -24.353871931512632, 30.726319314752942 -24.353874342622593, 30.726296289198054 -24.353872172624563, 30.726257119288594 -24.35385642002438, 30.726162635115095 -24.353811332221845, 30.72556617620097 -24.35350664795904, 30.72552206594257 -24.353483179782913, 30.725472662453154 -24.353453764160847, 30.725461017344934 -24.353443637470214, 30.725456870980643 -24.35343664523067, 30.725456076995993 -24.353425795202664, 30.72546004691925 -24.35341293590288, 30.725472750673667 -24.353385208031536, 30.725489953674444 -24.35335185421241, 30.72572047388486 -24.3529284603795, 30.72597679859644 -24.352461183384115, 30.726039126391566 -24.352349789164762, 30.72606334292343 -24.352308799936196, 30.72607366472389 -24.352297226469837, 30.72608663313986 -24.35228693894399, 30.726103836140638 -24.35228147369532, 30.726116539895056 -24.352280187754424, 30.72613096394955 -24.35228300075019, 30.726399154320646 -24.35240709386187))"
56,Midknight,Essex,82,1.64,MKN 2,"POLYGON ((30.81869479647181 -24.33763047644495, 30.81845602658525 -24.337717301858245, 30.817583832311488 -24.33783701479778, 30.817835183392006 -24.33692650833264, 30.818824253591735 -24.337211035376395, 30.81869479647181 -24.33763047644495))"
57,Midknight,Essex,83,0.94,MKN 2,"POLYGON ((30.74083524865335 -24.35164613213178, 30.740846239634635 -24.35163344537976, 30.740861468226473 -24.35162638525674, 30.742006104533594 -24.351362214269887, 30.74202150829055 -24.35136176921516, 30.742035937174325 -24.351367180417892, 30.74204724963374 -24.351377644741284, 30.742053766660828 -24.351391609058666, 30.742054520991086 -24.351407000770326, 30.742049400665973 -24.35142153542109, 30.74120237049134 -24.352850458402813, 30.741192538971926 -24.352861667560816, 30.741179285478843 -24.35286849756215, 30.74116445145239 -24.352869999446437, 30.741150097932184 -24.352865964541877, 30.740380839114735 -24.35250058010049, 30.740368221301637 -24.35249072693556, 30.740360477834162 -24.352476715055673, 30.74035884909029 -24.352460788936874, 30.74036359596839 -24.352445499685263, 30.74083524865335 -24.35164613213178))"
58,Midknight,Essex,84,0.56,MKN 2,"POLYGON ((30.809989695661503 -24.345544882093535, 30.810499106233916 -24.344086645722122, 30.810580370316195 -24.34408449954777, 30.811518352404985 -24.343942711557606, 30.810901361070442 -24.34578845682111, 30.809989695661503 -24.345544882093535))"
59,Star Ruby,Essex,34,1.34,STR 5,"POLYGON ((30.7440938953659 -24.342732093125335, 30.742798613899332 -24.3449027571215, 30.742730581928566 -24.34487092639599, 30.74268544429706 -24.344840835641538, 30.74267175163141 -24.34482961429601, 30.742657921351025 -24.34481513311606, 30.742648563549373 -24.344802219161682, 30.74262792133984 -24.344764605698025, 30.74262296720955 -24.34474880803984, 30.742621109410695 -24.344735831389997, 30.742620627759138 -24.344696337228836, 30.74262792133984 -24.34455779411941, 30.742624756201042 -24.344486955276295, 30.742613678215264 -24.344393109430612, 30.742605214909357 -24.344350794143054, 30.742595994722436 -24.344314308947105, 30.74257679746757 -24.344247168646817, 30.742570329575255 -24.3442129402533, 30.742570123153165 -24.34417739537304, 30.74257624700866 -24.344152382299463, 30.742594824997234 -24.344112887958982, 30.742609412158636 -24.34408593149157, 30.74263459565426 -24.344044556429807, 30.742744274594223 -24.34387792770301, 30.742763265426987 -24.343842570808416, 30.74276959570458 -24.3438236385639, 30.74276959570458 -24.34380219872494, 30.742763540656448 -24.343764961094635, 30.742735467251492 -24.34366816829284, 30.74269198099675 -24.343535266133582, 30.74266624704221 -24.34346605667056, 30.742633494736417 -24.343393838047866, 30.74261945803394 -24.343368762129348, 30.742598402980214 -24.343338671018188, 30.742577347926495 -24.343313595084773, 30.742535237819055 -24.343268458395677, 30.74251156808546 -24.3432461408089, 30.74248266899212 -24.343224324737648, 30.74246463404413 -24.343213985812522, 30.74361413237456 -24.341249173202357, 30.7440938953659 -24.342732093125335))"
60,Star Ruby,Essex,44,1.88,STR 2,"POLYGON ((30.735773426280865 -24.35365594939919, 30.73579546810825 -24.353661098242824, 30.73583923777688 -24.353679233588608, 30.735948504955374 -24.353728490782313, 30.736530070093334 -24.353999548354693, 30.736676952812008 -24.35407054505966, 30.73669108218853 -24.354080327830342, 30.73669717351974 -24.35408684967677, 30.736701318136856 -24.35409663244536, 30.736702134500835 -24.354106415213245, 30.736700438975653 -24.354125980748314, 30.736646433358697 -24.354229642847663, 30.736486112033006 -24.35452106361062, 30.736272915440487 -24.354903102782874, 30.73557881766812 -24.356139037754353, 30.73541359815857 -24.356428055653595, 30.735353061629795 -24.356528513934652, 30.73533667155302 -24.356540870878575, 30.735326875185297 -24.35654590518911, 30.73531387615889 -24.356548651176773, 30.73530200748261 -24.35654819351235, 30.73527940048016 -24.356544074531406, 30.735236133189364 -24.35652634000445, 30.735128938319427 -24.356477255404517, 30.73445399370193 -24.356154143704117, 30.734412735922465 -24.356133663174766, 30.73438623549181 -24.35611735882106, 30.734379076607702 -24.356109635705227, 30.73437555996288 -24.356102770712894, 30.73437216891251 -24.35608989885172, 30.73442479299043 -24.35598841045811, 30.734586056274555 -24.355696817138448, 30.735289385239575 -24.354450408568155, 30.735673327497807 -24.353774772341197, 30.735732482487542 -24.35367374151278, 30.735743785988767 -24.353661899173286, 30.73575125885902 -24.353657208005025, 30.735762373968555 -24.353654976839742, 30.735773426280865 -24.35365594939919))"
